o k e	oke	okay
b 7 h i z g 6 n 6 l U k n 9 s W E n y ) d A n	b7 hiz g6n6 lUk n9s WEn y) dAn	boy he's gonna look nice when you're done
y & D & t s h I z h Q s	y& D&ts hIz hQs	yeah that's his house
W A t s I n D *	WAts In D*	what's in there
W A t s I n D *	WAts In D*	what's in there
w a n 6 t e k D 6 d O g Q t	wan6 tek D6 dOg Qt	wanna take the dog out
h i z g 6 n 6 g o f % 6 w O k	hiz g6n6 go f% 6 wOk	he's gonna go for a walk
k & n h i g o f % 6 w O k	k&n hi go f% 6 wOk	can he go for a walk
h i z w O k I N a n D 6 t e b L	hiz wOkIN an D6 tebL	he's walking on the table
s i h I m w O k a n D 6 t e b L	si hIm wOk an D6 tebL	see him walk on the table
m e k h I m w O k a n D 6 t e b L	mek hIm wOk an D6 tebL	make him walk on the table
y &	y&	yeah
I z ~ t D & t n 9 s	Iz~t D&t n9s	isn't that nice
W A t	WAt	what
w a n 6 g o	wan6 go	wanna go
o k e	oke	okay
g o 6 h E d	go 6hEd	go ahead
o k e	oke	okay
p U t h I m I n D 6 h Q s n Q	pUt hIm In D6 hQs nQ	put him in the house now
y u k & n p U t D 6 b r A S I n D 6	yu k&n pUt D6 brAS In D6	you can put the brush in the
h Q s t u	hQs tu	house too
n o	no	no
D 6 b r A S g o z I n D 6 b a k s	D6 brAS goz In D6 baks	the brush goes in the box
6 m i l y 6	6mily6	amelia
d I d y u s i D I s h Q s	dId yu si DIs hQs	did you see this house
l U k & t	lUk &t	look at
I z D & t 6 n 9 s h Q s	Iz D&t 6 n9s hQs	is that a nice house
y &	y&	yeah
D * z D 6 d O g	D*z D6 dOg	there's the dog
h i z o k e D *	hiz oke D*	he's okay there
y ) g 6 n 6 k l o z D 6 d %	y) g6n6 kloz D6 d%	you're gonna close the door
o k e	oke	okay
y &	y&	yeah
w a n 6 s i D 6 d a l	wan6 si D6 dal	wanna see the doll
h ( z D 6 d a l	h(z D6 dal	here's the doll
y u d o n t l 9 k D & t	yu dont l9k D&t	you don't like that
I t s n o f A n t O k I N a n D I s f o n	Its no fAn tOkIN an DIs fon	it's no fun talking on this phone
n o b a d i t O k s b & k t u y u	nobadi tOks b&k tu yu	nobody talks back to you
d I d y u s i D I s	dId yu si DIs	did you see this
l U k & t	lUk &t	look at
y u	yu	you
d I d ~ t s i D I s b U k 6 m i l y 6	dId~t si DIs bUk 6mily6	didn't see this book amelia
l U k	lUk	look
6 k & t	6 k&t	a cat
D 6 b 7 z t e k I N 6 b & T	D6 b7z tekIN 6 b&T	the boy's taking a bath
I n D 6 b & T t A b	In D6 b&TtAb	in the bathtub
W A t s D & t	WAts D&t	what's that
W A t I z I t	WAt Iz It	what is it
6 b o t	6 bot	a boat
y &	y&	yeah
W * z # b o t	W*z # bot	where's our boat
W * z # b o t	W*z # bot	where's our boat
y u d o n t n o	yu dont no	you don't know
D o z # E g z D o z # p r I t i	Doz # Egz Doz # prIti	those are eggs those are pretty
y &	y&	yeah
D & t	D&t	that
d A z D & t l U k l 9 k k r I s t ~	dAz D&t lUk l9k krIst~	does that look like kristin
I t s n a t D o	Its nat Do	it's not though
n o	no	no
W * z k r I s t ~	W*z krIst~	where's kristin
n o I t s n a t 6 f o n I t s 6 n 9 R n	no Its nat 6 fon Its 6n 9Rn	no it's not a phone it's an iron
l U k s l 9 k 6 f o n b 6 t I t s 6 n	lUks l9k 6 fon b6t Its 6n	looks like a phone but it's an
9 R n	9Rn	iron
W A t s D & t	WAts D&t	what's that
n o I t s 9 s	no Its 9s	no it's ice
y &	y&	yeah
l U k & t D 6 k & t o v R D *	lUk &t D6 k&t ovR D*	look at the cat over there
p l e I N w I T D 6 y # n	pleIN wIT D6 y#n	playing with the yarn
w a n 6 t 3 n D 6 p e G	wan6 t3n D6 peG	wanna turn the page
h u z D & t	huz D&t	who's that
b 3 t	b3t	bert
& n d 3 n i	&nd 3ni	and ernie
y &	y&	yeah
m I k i m Q s	mIki mQs	mickey mouse
h u z D & t	huz D&t	who's that
b I g b 3 d	bIg b3d	big bird
h u z D & t	huz D&t	who's that
d a n L d d A k	danLd dAk	donald duck
y &	y&	yeah
D & t s 6 d O g	D&ts 6 dOg	that's a dog
D I s	DIs	this
t E l 6 f o n y &	tEl6fon y&	telephone yeah
y ) g 6 n 6 k O l	y) g6n6 kOl	you're gonna call
h u z D & t	huz D&t	who's that
I t l U k s l 9 k h A m p t i d A m p t i	It lUks l9k hAmpti dAmpti	it looks like humpty dumpty
I z I t h A m p t i d A m p t i	Iz It hAmpti dAmpti	is it humpty dumpty
y &	y&	yeah
D o z h I z 9 z	Doz hIz 9z	those his eyes
W A t E l s	WAt Els	what else
9 s i s A m T I N	9 si sAmTIN	i see something
y &	y&	yeah
W A t s D I s	WAts DIs	what's this
6 z I p	6 zIp	a zip
k & n y u d u I t	k&n yu du It	can you do it
m 9 t b i i z i R a n D & t	m9t bi iziR an D&t	might be easier on that
t r 9 I t	tr9 It	try it
t r 9 I t	tr9 It	try it
I z h i g 6 n 6 p a p Q t	Iz hi g6n6 pap Qt	is he gonna pop out
s i I f y u k & n d u I t	si If yu k&n du It	see if you can do it
k & n y u	k&n yu	can you
o k e	oke	okay
l E t s t r 9 6	lEts tr9 6	let's try a
D I s I z 6 s n & p	DIs Iz 6 sn&p	this is a snap
o k e y & a n D 6 s n & p	oke y& an D6 sn&p	okay yeah on the snap
y &	y&	yeah
& n d n Q l E t s t r 9 D I s	&nd nQ lEts tr9 DIs	and now let's try this
W A t s D I s	WAts DIs	what's this
W A t I z I t	WAt Iz It	what is it
y &	y&	yeah
k & n I t A n b A t ~	k&n It AnbAt~	can it unbutton
y &	y&	yeah
p a p Q t	pap Qt	pop out
O l r 9 t l E t s s i I f y u k & n d u I t	Ol r9t lEts si If yu k&n du It	all right let's see if you can do it
k & n y u g E t h I m Q t	k&n yu gEt hIm Qt	can you get him out
n o h i d A z ~ t k A m Q t	no hi dAz~t kAm Qt	no he doesn't come out
o k e	oke	okay
h A m p t i	hAmpti	humpty
h A m p t i d A m p t i	hAmpti dAmpti	humpty dumpty
s & t a n D 6 w O l	s&t an D6 wOl	sat on the wall
o k e	oke	okay
h 9 h A m p t i	h9 hAmpti	hi humpty
h 9 h A m p t i	h9 hAmpti	hi humpty
b 9 b 9 y u w a n 6 s i W A t E l s S i z g a t	b9 b9 yu wan6 si WAt Els Siz gat	bye bye you wanna see what else she's got
W A t s D I s	WAts DIs	what's this
b i	bi	be
r & b I t	r&bIt	rabbit
h E l o h E l o	hElo hElo	hello hello
h A m p t i d A m p t i	hAmpti dAmpti	humpty dumpty
# y u D *	# yu D*	are you there
h 9 & n i	h9 &ni	hi annie
& n i W A t s D I s	&ni WAts DIs	annie what's this
y u w a n 6 l U k	yu wan6 lUk	you wanna look
W A t I z I t	WAt Iz It	what is it
I z I t 6 p A p i	Iz It 6 pApi	is it a puppy
l E t s s i	lEts si	let's see
I z I t	Iz It	is it
t e k I t Q t	tek It Qt	take it out
p A p i	pApi	puppy
y & 9 s i 6 p A p i	y& 9 si 6 pApi	yeah i see a puppy
b 9 b 9	b9 b9	bye bye
d O g i	dOgi	doggie
I z h i h 9 d I N I n D *	Iz hi h9dIN In D*	is he hiding in there
W A t 6 n 9 s l I t L p l e s f % 6 p A p i	WAt 6 n9s lItL ples f% 6 pApi	what a nice little place for a puppy
y u w a n t D 6 d O g t u y u z D 6 f o n	yu want D6 dOg tu yuz D6 fon	you want the dog to use the phone
h E l o	hElo	hello
o k e y u k & n p U t D E m b & k	oke yu k&n pUt DEm b&k	okay you can put them back
I z D & t D 6 p A p i z h Q s	Iz D&t D6 pApiz hQs	is that the puppy's house
k & n y u s i	k&n yu si	can you see
W A t	WAt	what
y & D & t s r 9 t D & t s g U d	y& D&ts r9t D&ts gUd	yeah that's right that's good
k & n y u g E t I t	k&n yu gEt It	can you get it
w a c w a c w a c	wac wac wac	watch watch watch
s t A k	stAk	stuck
w a n 6 s i W A t E l s S i h & z	wan6 si WAt Els Si h&z	wanna see what else she has
W * z 6 p A p i	W*z 6 pApi	where's a puppy
I z h i s t A k	Iz hi stAk	is he stuck
p U l h I m A p	pUl hIm Ap	pull him up
p U l	pUl	pull
g U d	gUd	good
& n i l U k & t D I s	&ni lUk &t DIs	annie look at this
l U k & t D I s	lUk &t DIs	look at this
W A t I z D & t	WAt Iz D&t	what is that
n o	no	no
I t s n a t 6 b 3 d i I t s 6 d r & g ~	Its nat 6 b3di Its 6 dr&g~	it's not a birdie it's a dragon
w a n 6 t r 9 I t	wan6 tr9 It	wanna try it
d u y u r I m E m b R D 6 d r & g ~ b U k w i h & v	du yu rImEmbR D6 dr&g~ bUk wi h&v	do you remember the dragon book we have
y ) n a t & t O l I n t r 6 s t I d I n D I s d r & g ~ 9 T I N k	y) nat &t Ol Intr6stId In DIs dr&g~ 9 TINk	you're not at all interested in this dragon i think
y &	y&	yeah
w a c I t s 6 p A p I t	wac Its 6 pApIt	watch it's a puppet
s t I k y ) f I N g R I n	stIk y) fINgR In	stick your finger in
s t I k y ) h & n d I n	stIk y) h&nd In	stick your hand in
I t s 6 p A p I t	Its 6 pApIt	it's a puppet
# y u m e k I N D 6 d r & g ~ w 3 k	# yu mekIN D6 dr&g~ w3k	are you making the dragon work
k & n y u s t I k y ) h & n d I n	k&n yu stIk y) h&nd In	can you stick your hand in
s t I k y ) h & n d I n	stIk y) h&nd In	stick your hand in
y & s t I k y ) h & n d I n D & t s g U d	y& stIk y) h&nd In D&ts gUd	yeah stick your hand in that's good
d r & g ~	dr&g~	dragon
b 6 t h i z I n 6 k e G	b6t hiz In 6 keG	but he's in a cage
D 6 d r & g ~ r 9 t	D6 dr&g~ r9t	the dragon right
# y u 6 f r e d 6 v D 6 d r & g ~	# yu 6fred 6v D6 dr&g~	are you afraid of the dragon
h i z o n l i 6 p A p I t	hiz onli 6 pApIt	he's only a puppet
h i z o n l i 6 p A p I t w I T 6 v * i n 9 s l O N	hiz onli 6 pApIt wIT 6 v*i n9s lON	he's only a puppet with a very nice long
# y u 6 f r e d 6 v I t	# yu 6fred 6v It	are you afraid of it
y & h i z 6 p A p I t	y& hiz 6 pApIt	yeah he's a puppet
h i z 6 d r & g ~ p A p I t	hiz 6 dr&g~ pApIt	he's a dragon puppet
D I s I z f 9 R	DIs Iz f9R	this is fire
m a m i W A t	mami WAt	mommy what
l 9 k D I s	l9k DIs	like this
y &	y&	yeah
l E t m i Q t	lEt mi Qt	let me out
l E t m i Q t	lEt mi Qt	let me out
y u w a n 6 t r 9 I t	yu wan6 tr9 It	you wanna try it
p U t y ) h & n d I n D 6 p A p I t	pUt y) h&nd In D6 pApIt	put your hand in the puppet
w a n t D 6	want D6	want the
y & y u w a n t I t D 6 d r & g ~ h & z t u g o Q t D 6 f r A n t w e	y& yu want It D6 dr&g~ h&z tu go Qt D6 frAnt we	yeah you want it the dragon has to go out the front way
h i h & z t u k A m Q t D I s w e	hi h&z tu kAm Qt DIs we	he has to come out this way
y u g a t m 9 n o z	yu gat m9 noz	you got my nose
h e l E t m i Q t	he lEt mi Qt	hey let me out
k & n 9 k A m Q t p l i z	k&n 9 kAm Qt pliz	can i come out please
k & n 9 k A m Q t	k&n 9 kAm Qt	can i come out
l E t m i Q t p l i z l E t m i	lEt mi Qt pliz lEt mi	let me out please let me
d o n t g E t m 9 n o z	dont gEt m9 noz	don't get my nose
W A t d u y u s i	WAt du yu si	what do you see
D & t s n a t 6 t 7	D&ts nat 6 t7	that's not a toy
D & t s n a t 6 t 7 b 6 t 9 s i s 6 m t 7 z	D&ts nat 6 t7 b6t 9 si s6m t7z	that's not a toy but i see some toys
W A t s D & t	WAts D&t	what's that
I t s 6 k Q	Its 6 kQ	it's a cow
k Q y E s W A t E l s W A t s D I s	kQ yEs WAt Els WAts DIs	cow yes what else what's this
y &	y&	yeah
f l Q R z y &	flQRz y&	flowers yeah
l E t s s i	lEts si	let's see
9 d o n t n o W A t D & t I z	9 dont no WAt D&t Iz	i don't know what that is
W A t	WAt	what
w U d y u l 9 k	wUd yu l9k	would you like
w U d y u l 9 k t u l U k & t 6 b A n i b U k	wUd yu l9k tu lUk &t 6 bAni bUk	would you like to look at a bunny book
p & t r I k h & z D I s b U k d u y u r I m E m b R	p&trIk h&z DIs bUk du yu rImEmbR	patrick has this book do you remember
d A z s u z i h & v 6 b U k	dAz suzi h&v 6 bUk	does suzie have a book
l 9 k D I s	l9k DIs	like this
9 s i	9 si	i see
I t s n a t 6 r & t I t s 6 k I t i	Its nat 6 r&t Its 6 kIti	it's not a rat it's a kitty
b 7 y &	b7 y&	boy yeah
y &	y&	yeah
I t s n a t 6 r & t	Its nat 6 r&t	it's not a rat
n o p	nop	nope
b A t R f l 9 z	bAtRfl9z	butterflies
r 9 t	r9t	right
9 s i s A m T I N	9 si sAmTIN	i see something
W A t s D I s	WAts DIs	what's this
W A t s D I s	WAts DIs	what's this
k O f i k A p s	kOfi kAps	coffee cups
c * z	c*z	chairs
W A t k 9 n d 6 v c * I z D I s	WAt k9nd 6v c* Iz DIs	what kind of chair is this
I z D I s 6 r a k R c *	Iz DIs 6 rakR c*	is this a rocker chair
m 9 k L z c *	m9kLz c*	michael's chair
d A z s u z i h & v 6 c *	dAz suzi h&v 6 c*	does suzie have a chair
d u y u s i D i z	du yu si Diz	do you see these
W A t # D i z	WAt # Diz	what are these
b 6 l u n z	b6lunz	balloons
& n d W A t # D i z	&nd WAt # Diz	and what are these
y & D o z # p r I t i	y& Doz # prIti	yeah those are pretty
D i z # r o z i z	Diz # roziz	these are rosies
l E t m i Q t	lEt mi Qt	let me out
l E t m i Q t	lEt mi Qt	let me out
p l i z	pliz	please
p l i z	pliz	please
p l i z k & n 9 k A m Q t	pliz k&n 9 kAm Qt	please can i come out
p l i z	pliz	please
h A n i p l i z	hAni pliz	honey please
h A n i k & n 9 p l i z k A m Q t	hAni k&n 9 pliz kAm Qt	honey can i please come out
9 s i h I m	9 si hIm	i see him
h A m p t i d A m p t i	hAmpti dAmpti	humpty dumpty
y u w a n t h A m p t i d A m p t i t u s I t a n D 6 w O l	yu want hAmpti dAmpti tu sIt an D6 wOl	you want humpty dumpty to sit on the wall
h A m p t i d A m p t i	hAmpti dAmpti	humpty dumpty
s & t a n 6 w O l	s&t an 6 wOl	sat on a wall
h A m p t i d A m p t i	hAmpti dAmpti	humpty dumpty
h & d 6 g r e t	h&d 6 gret	had a great
f O l	fOl	fall
y u l 9 k D I s 9 b E t y u d u	yu l9k DIs 9 bEt yu du	you like this i bet you do
I t s n a t 6 t 7	Its nat 6 t7	it's not a toy
n o	no	no
n o	no	no
y & p A p i	y& pApi	yeah puppy
9 s i s 6 m A D R t 7 z h (	9 si s6m ADR t7z h(	i see some other toys here
D e h & v s o m E n i t 7 z	De h&v so mEni t7z	they have so many toys
D i z # b l a k s	Diz # blaks	these are blocks
t 3 t L y &	t3tL y&	turtle yeah
6 b l a k y &	6 blak y&	a block yeah
t u	tu	two
T r i	Tri	three
f %	f%	four
G A m p	GAmp	jump
n o	no	no
n o	no	no
9 s i 6 m Q s i	9 si 6 mQsi	i see a mousie
p A p i	pApi	puppy
y &	y&	yeah
y u k & n p U t h I m d Q n	yu k&n pUt hIm dQn	you can put him down
# y u g 6 n 6 g E t d Q n o k e	# yu g6n6 gEt dQn oke	are you gonna get down okay
9 d I d s i 6 m Q s i D *	9 dId si 6 mQsi D*	i did see a mousie there
D * h i I z	D* hi Iz	there he is
W A t s D 6 m Q s i h & v	WAts D6 mQsi h&v	what's the mousie have
r & b I t	r&bIt	rabbit
D & t s n a t 6 t 7	D&ts nat 6 t7	that's not a toy
D & t s n a t 6 t 7	D&ts nat 6 t7	that's not a toy
D & t s n a t 6 t 7 i D R	D&ts nat 6 t7 iDR	that's not a toy either
l E t s p l e w I T D I s t 7	lEts ple wIT DIs t7	let's play with this toy
l U k s l 9 k 6 n 9 s w A n	lUks l9k 6 n9s wAn	looks like a nice one
d u y u	du yu	do you
d u y u w a n t t u b i D 6 d r & g ~	du yu want tu bi D6 dr&g~	do you want to be the dragon
9 m n a t l E t I N y u Q t	9m nat lEtIN yu Qt	i'm not letting you out
9 g a t y u g a t y u g a t y u	9 gat yu gat yu gat yu	i got you got you got you
n o	no	no
m 9 n o z	m9 noz	my nose
T & N k y u	T&Nk yu	thank you
w i k l o z d D 6 d % a n m 9 n o z	wi klozd D6 d% an m9 noz	we closed the door on my nose
y &	y&	yeah
I t s k l o z d A p	Its klozd Ap	it's closed up
D & t s W 9 9 k & n t g E t Q t	D&ts W9 9 k&nt gEt Qt	that's why i can't get out
l E t m i Q t	lEt mi Qt	let me out
l E t m i Q t	lEt mi Qt	let me out
l E t m i Q t	lEt mi Qt	let me out
l E t m i Q t	lEt mi Qt	let me out
h A m p t i d A m p t i	hAmpti dAmpti	humpty dumpty
A p	Ap	up
I t s n a t 6 t 7	Its nat 6 t7	it's not a toy
y u G A s t h & d y ) b r E k f 6 s t h A n i	yu GAst h&d y) brEkf6st hAni	you just had your breakfast honey
w ( n a t g 6 n 6 h & v s A p R n Q	w( nat g6n6 h&v sApR nQ	we're not gonna have supper now
n o w ( n a t g 6 n 6 h & v d I n R	no w( nat g6n6 h&v dInR	no we're not gonna have dinner
y u w a n t	yu want	you want
w i k & n g I v h A m p t i d A m p t i s 6 m d I n R	wi k&n gIv hAmpti dAmpti s6m dInR	we can give humpty dumpty some dinner
W A t w U d y u l 9 k t u g I v h I m	WAt wUd yu l9k tu gIv hIm	what would you like to give him
w U d y u l 9 k t u d u h A m p t i d A m p t i z b A t ~	wUd yu l9k tu du hAmpti dAmptiz bAt~	would you like to do humpty dumpty's button
k & n y u d u h I z b A t ~	k&n yu du hIz bAt~	can you do his button
a n h I z p & n t s	an hIz p&nts	on his pants
y &	y&	yeah
b A t ~	bAt~	button
D & t s D 6 s n & p	D&ts D6 sn&p	that's the snap
h ( z D 6 s n & p	h(z D6 sn&p	here's the snap
p U S	pUS	push
y & D 6 b A t ~ d A z ~ t w 3 k D 6 s e m w e	y& D6 bAt~ dAz~t w3k D6 sem we	yeah the button doesn't work the same way
y u h & v t u p U t I t T r u D 6 h o l	yu h&v tu pUt It Tru D6 hol	you have to put it through the hole
s i	si	see
s i D 6 h o l	si D6 hol	see the hole
y u w a n t m a m i t u k A m Q t	yu want mami tu kAm Qt	you want mommy to come out
l E t m i Q t	lEt mi Qt	let me out
l E t m i Q t	lEt mi Qt	let me out
o k e & n d h Q z 6 b Q t h I z z I p	oke &nd hQz 6bQt hIz zIp	okay and how's about his zip
y ) s I l i	y) sIli	you're silly
y & I t s O l z I p t	y& Its Ol zIpt	yeah it's all zipped
9 s i S u z	9 si Suz	i see shoes
t u r o z I z	tu rozIz	two roses
w U d y u l 9 k t u p l e r o z i w I T D 6	wUd yu l9k tu ple rozi wIT D6	would you like to play rosey with the
w I T h A m p t i	wIT hAmpti	with humpty
n o n o n o d o n t t A c p l i z	no no no dont tAc pliz	no no no don't touch please
d o n t t A c	dont tAc	don't touch
I t s n a t 6 t 7	Its nat 6 t7	it's not a toy
n a t 6 t 7	nat 6 t7	not a toy
y u v g a t p l E n t i 6 v t 7 z	yuv gat plEnti 6v t7z	you've got plenty of toys
y u w a n t t u p l e r o z i w I T h A m p t i	yu want tu ple rozi wIT hAmpti	you want to play rosey with humpty
O l r 9 t	Ol r9t	all right
r I N 6 r Q n d D 6 r o z i	rIN 6rQnd D6 rozi	ring around the rosey
6 p a k I t f U l 6 v p o z i z	6 pakIt fUl 6v poziz	a pocket full of posies
h a p s k a c h a p s k a c w i O l f O l	hapskac hapskac wi Ol fOl	hopscotch hopscotch we all fall
d Q n	dQn	down
y &	y&	yeah
h i f O l d Q n	hi fOl dQn	he fall down
n o	no	no
s t & n d h I m A p	st&nd hIm Ap	stand him up
r o z i	rozi	rosey
p a k I t f U l	pakIt fUl	pocket full
O l f O l d Q n	Ol fOl dQn	all fall down
# y u s l i p i n Q	# yu slipi nQ	are you sleepy now
n o	no	no
o k e	oke	okay
W A t s O l g O n	WAts Ol gOn	what's all gone
O l g O n	Ol gOn	all gone
k & n y u p U t D 6 t 7 z b & k & n	k&n yu pUt D6 t7z b&k &n	can you put the toys back anne
k & n y u p U t D 6 t 7 z I n D 6 b a k s f % A s	k&n yu pUt D6 t7z In D6 baks f% As	can you put the toys in the box for us
y & 9 s i 6 l 9 ~	y& 9 si 6 l9~	yeah i see a lion
w E l	wEl	well
y ) g 6 n 6 b I l d w I T b l a k s	y) g6n6 bIld wIT blaks	you're gonna build with blocks
o k e	oke	okay
w A n	wAn	one
W A t h & p ~ d t u f 9 v	WAt h&p~d tu f9v	what happened to five
f 9 v	f9v	five
6 p A p I t m A p I t	6 pApIt mApIt	a puppet muppet
d u y u r I m E m b R	du yu rImEmbR	do you remember
I t s 6 d r & g ~ y &	Its 6 dr&g~ y&	it's a dragon yeah
d u y u r I m E m b R W A t w i s E d D 6 l & s t t 9 m	du yu rImEmbR WAt wi sEd D6 l&st t9m	do you remember what we said the last time
l E t m i Q t	lEt mi Qt	let me out
y & k l o z I t	y& kloz It	yeah close it
h i k & n g E t Q t	hi k&n gEt Qt	he can get out
D & t s O l I t o p ~ z h A n i h i d A z ~ t n i d	D&ts Ol It op~z hAni hi dAz~t nid	that's all it opens honey he doesn't need
h i d A z ~ t n i d t u g E t Q t E n i m % D & n D & t	hi dAz~t nid tu gEt Qt Eni m% D&n D&t	he doesn't need to get out any more than that
D & t s & z o p ~ & z I t g o z	D&ts &z op~ &z It goz	that's as open as it goes
y u g a t m 9 t A N	yu gat m9 tAN	you got my tongue
y & D 6 l e d i z G A s t l I s ~ I N	y& D6 lediz GAst lIs~IN	yeah the lady's just listening
W A t s I n h (	WAts In h(	what's in here
W A t I z I t	WAt Iz It	what is it
y & 9 h & v 6 n E k l I s a n	y& 9 h&v 6 nEklIs an	yeah i have a necklace on
W A t s I n h ( & n i	WAts In h( &ni	what's in here annie
I z I t D 6 p A p i z b E d	Iz It D6 pApiz bEd	is it the puppy's bed
I z h i s l i p i	Iz hi slipi	is he sleepy
l 9 k y u	l9k yu	like you
k l o z D 6 d %	kloz D6 d%	close the door
y &	y&	yeah
G A s t t u l I s ~	GAst tu lIs~	just to listen
W A t d u y u r I m E m b R l U k I N & t D I s b U k b I f %	WAt du yu rImEmbR lUkIN &t DIs bUk bIf%	what do you remember looking at this book before
9 T I N k p & t r I k h & z D I s b U k	9 TINk p&trIk h&z DIs bUk	i think patrick has this book
y &	y&	yeah
y u k & n t r 9 I t	yu k&n tr9 It	you can try it
k & n y u g E t h I m O f	k&n yu gEt hIm Of	can you get him off
y ) g 6 n 6 c e n G h I z d 9 p R z	y) g6n6 cenG hIz d9pRz	you're gonna change his diapers
y u h & v t u A n z I p h I m	yu h&v tu AnzIp hIm	you have to unzip him
p U l p U l p U l p U l	pUl pUl pUl pUl	pull pull pull pull
w e t	wet	wait
o k e l E t s t e k O f h I z S o l d R z	oke lEts tek Of hIz SoldRz	okay let's take off his shoulders
t e k I t O f h I z S o l d R z	tek It Of hIz SoldRz	take it off his shoulders
9 g E s D & t s D 6 b E s t y ) g 6 n 6 d u	9 gEs D&ts D6 bEst y) g6n6 du	i guess that's the best you're gonna do
t u b & d w i d o n t h & v 6 d 9 p R h (	tu b&d wi dont h&v 6 d9pR h(	too bad we don't have a diaper here
O l s E t	Ol sEt	all set
z I p D E m A p	zIp DEm Ap	zip them up
A p	Ap	up
o k e	oke	okay
g E t I N Q t	gEtIN Qt	getting out
m 9 p & n t s # f O l I N d Q n	m9 p&nts # fOlIN dQn	my pants are falling down
n o	no	no
o k e	oke	okay
I t I z A n z I p t	It Iz AnzIpt	it is unzipped
d u y u w a n 6 z I p I t A p	du yu wan6 zIp It Ap	do you wanna zip it up
d u y u w a n 6 z I p I t A p	du yu wan6 zIp It Ap	do you wanna zip it up
h & v t u p U l A p	h&v tu pUl Ap	have to pull up
G A s t p U l y ) w e	GAst pUl y) we	just pull your way
p U l A p	pUl Ap	pull up
y & 9 h & v 6 n E k l I s a n	y& 9 h&v 6 nEklIs an	yeah i have a necklace on
y u w a n 6 l U k I n D I s b U k 6 b Q t n A m b R z w A n t u T r i z	yu wan6 lUk In DIs bUk 6bQt nAmbRz wAn tu Triz	you wanna look in this book about numbers one two threes
w A n	wAn	one
b 7 w I T 6	b7 wIT 6	boy with a
& n d t u	&nd tu	and two
t u d O g i z	tu dOgiz	two doggies
& n d T r i	&nd Tri	and three
& n d f %	&nd f%	and four
d u y u r I m E m b R D o z	du yu rImEmbR Doz	do you remember those
g U d f % y u	gUd f% yu	good for you
& n d f 9 v	&nd f9v	and five
W A t # D i z	WAt # Diz	what are these
y &	y&	yeah
d u y u r I m E m b R W A t D i z #	du yu rImEmbR WAt Diz #	do you remember what these are
k A p 6 v t i z	kAp 6v tiz	cup of teas
& n d s I k s	&nd sIks	and six
c * z	c*z	chairs
& n d s E v ~	&nd sEv~	and seven
& n d e t	&nd et	and eight
& n d n 9 n	&nd n9n	and nine
t E n k r e a n z	tEn kreanz	ten crayons
D & t l U k s l 9 k S i z b I l d I N w I T b l a k s	D&t lUks l9k Siz bIldIN wIT blaks	that looks like she's building with blocks
D 6 b 3 d i z a n t a p r 9 t	D6 b3diz an tap r9t	the birdie's on top right
o k e	oke	okay
O l r 9 t	Ol r9t	all right
w A n	wAn	one
I z D 6 b 7 g 6 n 6 h E l p	Iz D6 b7 g6n6 hElp	is the boy gonna help
t 7 z	t7z	toys
p U t h I z h & n d z a n	pUt hIz h&ndz an	put his hands on
& n i z t 3 n	&niz t3n	annie's turn
b I l d	bIld	build
o k e	oke	okay
m 9 t 3 n	m9 t3n	my turn
& n i z t 3 n	&niz t3n	annie's turn
o k e	oke	okay
h o l d a n l I t L b 7	hold an lItL b7	hold on little boy
y & h i h & z t u G A m p A p t u p U t I t a n	y& hi h&z tu GAmp Ap tu pUt It an	yeah he has to jump up to put it on
t A m b L d	tAmbLd	tumbled
D 6 b 7 z t 3 n	D6 b7z t3n	the boy's turn
o k e	oke	okay
y u w a n t h I m t u s I t	yu want hIm tu sIt	you want him to sit
a n h I z n i z	an hIz niz	on his knees
o k e	oke	okay
& n d h ( h i g o z	&nd h( hi goz	and here he goes
h i m 9 t n i d s 6 m h E l p	hi m9t nid s6m hElp	he might need some help
o k e	oke	okay
h i z a n h I z n i z	hiz an hIz niz	he's on his knees
D * h i g o z	D* hi goz	there he goes
9 T I N k h i z 6 l I t L b 7	9 TINk hiz 6 lItL b7	i think he's a little boy
m 9 t b i h & v I N t r A b L a n h I z n i z	m9t bi h&vIN trAbL an hIz niz	might be having trouble on his knees
l U k s t u m i l 9 k y ) m e k I N h I m d & n s	lUks tu mi l9k y) mekIN hIm d&ns	looks to me like you're making him dance
b 6 t h i z g 6 n 6 t r I p a n h I z S u l e s I z	b6t hiz g6n6 trIp an hIz SulesIz	but he's gonna trip on his shoelaces
t 9 s 6 m b o z	t9 s6m boz	tie some bows
D * w i g o	D* wi go	there we go
t 9 D 6 b 7 z S u	t9 D6 b7z Su	tie the boy's shoe
o k e	oke	okay
o k e	oke	okay
w a n t h I m t u s I t d Q n a n D 6 d r & g ~ k e G	want hIm tu sIt dQn an D6 dr&g~ keG	want him to sit down on the dragon cage
9 h o p D 6 d r & g ~ d A z ~ t t r 9 t u i t h I m	9 hop D6 dr&g~ dAz~t tr9 tu it hIm	i hope the dragon doesn't try to eat him
D * h i g o z	D* hi goz	there he goes
a n h i z n i z O l r 9 t	an hiz niz Ol r9t	on he's knees all right
W A t s D & t	WAts D&t	what's that
h i z a n h I z n i z	hiz an hIz niz	he's on his knees
o k e	oke	okay
o k e	oke	okay
9 d o n t n o W A t y u m i n h A n i	9 dont no WAt yu min hAni	i don't know what you mean honey
